theta_over_pi,sigma_b_0p25,sigma_b_0p45,sigma_b_0p65,sigma_b_0p8
0.13733905579399142,-0.15723906536003485,-0.2656821241695227,-0.38689402248997534,-0.35531375865105036
0.13876967095851214,-0.1568736253023102,-0.26393213131891613,-0.38107105615980513,-0.3468552712173549
0.1402002861230329,-0.15650607642216194,-0.26218457862519046,-0.3753383453628022,-0.3386498969064791
0.14163090128755365,-0.15613645962488876,-0.2604397582155292,-0.3696950511728005,-0.33068893173375913
0.14306151645207438,-0.1557648157658605,-0.2586979550597511,-0.36414030362393796,-0.32296399243806095
0.14449213161659513,-0.15539118564188384,-0.2569594469931836,-0.35867320451281626,-0.3154670049682171
0.14592274678111586,-0.1550156099826914,-0.2552245047447564,-0.35329283006730816,-0.30819019327902797
0.1473533619456366,-0.15463812944255798,-0.2534933919700932,-0.3479982334855905,-0.30112606844260215
0.14878397711015737,-0.15425878459204517,-0.251766365289391,-0.3427884473490847,-0.2942674180785644
0.1502145922746781,-0.15387761590987664,-0.25004367432986996,-0.3376624859130732,-0.28760729610473307
0.15164520743919885,-0.1534946637749448,-0.2483255617725853,-0.33261934727880527,-0.28113901280820924
0.15307582260371957,-0.15310996845845193,-0.24661226340339124,-0.32765801545095774,-0.27485612523536757
0.15450643776824033,-0.15272357011618654,-0.2449040081678484,-0.32277746228432347,-0.2687524278980242
0.15593705293276106,-0.15233550878093605,-0.24320101822987386,-0.3179766493236062,-0.26282194379200197
