theta_over_pi,exact,L_4,L_8,L_16,L_32
0.5575959933222037,-0.039817942948489,-0.0444164788446263,-0.0400326269150973,-0.0398177042454513,-0.0398179429488798
0.5592654424040067,-0.0396156539734519,-0.044226033915776,-0.0398233146655181,-0.0396153687366139,-0.0396156539742252
0.5609348914858097,-0.0394152692780467,-0.0440340073312279,-0.0396154368405332,-0.0394149399597977,-0.0394152692791781
0.5626043405676127,-0.0392167692425411,-0.0438403847609583,-0.0394089924261838,-0.0392163986478468,-0.0392167692439954
0.5642737896494157,-0.0390201344843288,-0.043645154373814,-0.0392039816083664,-0.0390197257470613,-0.0390201344860611
0.5659432387312188,-0.0388253458549989,-0.0434483068201974,-0.0390004057234374,-0.0388249024116853,-0.0388253458569559
0.5676126878130218,-0.0386323844374399,-0.0432498352136027,-0.0387982672070355,-0.0386319099986474,-0.0386323844395618
0.5692821368948248,-0.038441231542978,-0.0430497351110183,-0.0385975695412296,-0.0384407300625702,-0.0384412315452
0.5709515859766278,-0.0382518687085487,-0.0428480044922083,-0.038398317200106,-0.0382513443510666,-0.0382518687108032
0.5726210350584308,-0.0380642776939022,-0.0426446437378891,-0.038200515593907,-0.0380637348003358,-0.0380642776961206
0.5742904841402338,-0.0378784404788422,-0.042439655606816,-0.0380041710118409,-0.0378778835310698,-0.0378784404809574
0.5759599332220368,-0.0376943392604974,-0.0422330452117957,-0.0378092905636818,-0.0376937728446825,-0.0376943392624454
0.5776293823038398,-0.0375119564506264,-0.0420248199946407,-0.0376158821202811,-0.0375113852198662,-0.0375119564523484
0.5792988313856428,-0.0373312746729542,-0.0418149897000827,-0.0374239542531146,-0.0373307033094816,-0.0373312746743984
0.5809682804674458,-0.0371522767605416,-0.0416035663486612,-0.0372335161729914,-0.037151709937783,-0.0371522767616648
0.5826377295492488,-0.0369749457531865,-0.0413905642086062,-0.0370445776680495,-0.0369743880979802,-0.0369749457539551
0.5843071786310517,-0.0367992648948564,-0.0411759997667312,-0.0368571490411669,-0.0367987209501325,-0.0367992648952478
0.5859766277128547,-0.0366252176311528,-0.0409598916983567,-0.036671241046917,-0.0366246918193723,-0.0366252176311559
0.5876460767946577,-0.0364527876068065,-0.0407422608362809,-0.0364868648281967,-0.0364522841944499,-0.0364527876064217
0.5893155258764607,-0.0362819586632035,-0.0405231301388182,-0.0363040318526564,-0.0362814817265905,-0.0362819586624432
0.5909849749582639,-0.0361127148359417,-0.0403025246569246,-0.0361227538490619,-0.0361122682286518,-0.0361127148348296
0.5926544240400669,-0.0359450403524179,-0.0400804715004289,-0.0359430427437171,-0.0359446276745689,-0.0359450403509884
0.5943238731218699,-0.0357789196294447,-0.0398569998033916,-0.0357649105970762,-0.0357785441990704,-0.0357789196277416
0.5959933222036728,-0.0356143372708966,-0.03963214068861,-0.0355883695406719,-0.0356140020976483,-0.0356143372689719
0.5976627712854758,-0.035451278065386,-0.0394059272312918,-0.0354134317144892,-0.0354509858267623,-0.0354512780632984
0.5993322203672788,-0.0352897269839683,-0.039178394421918,-0.0352401092049077,-0.0352894800042586,-0.0352897269817815
0.6010016694490818,-0.0351296691778756,-0.0389495791283162,-0.035068413983337,-0.0351294694099797,-0.0351296691756558
0.6026711185308848,-0.0349710899762785,-0.0387195200569661,-0.0348983578456694,-0.034970938986542,-0.0349710899740933
0.6043405676126878,-0.0348139748840772,-0.0384882577135602,-0.0347299523526667,-0.0348138738402578,-0.0348139748819927
0.6060100166944908,-0.0346583095797191,-0.0382558343628404,-0.0345632087714026,-0.0346582592421745,-0.0346583095777985
0.6076794657762938,-0.0345040799130452,-0.0380222939877345,-0.034398138017873,-0.034504080629207,-0.0345040799113465
0.6093489148580968,-0.0343512719031633,-0.0377876822478149,-0.0342347506008903,-0.0343513236053349,-0.0343512719017377
0.6110183639398998,-0.0341998717363483,-0.0375520464371025,-0.034073056567368,-0.034199973942839,-0.0341998717352387
0.6126878130217028,-0.034049865763969,-0.0373154354412394,-0.0339130654491054,-0.0340500175835499,-0.0340498657632087
0.6143572621035058,-0.0339012405004419,-0.037077899694054,-0.0337547862111743,-0.0339014406400821,-0.0339012405000537
0.6160267111853088,-0.0337539826212111,-0.0368394911335413,-0.0335982272020072,-0.0337542293970273,-0.0337539826212063
0.6176961602671118,-0.0336080789607533,-0.0366002631572849,-0.0334433961052844,-0.0336083703120819,-0.0336080789611318
0.6193656093489148,-0.0334635165106094,-0.036360270577341,-0.033290299893711,-0.0334638500170821,-0.0334635165113592
0.6210350584307178,-0.0333202824174408,-0.0361195695746125,-0.0331389447847726,-0.0333206553189252,-0.033320282418539
0.6227045075125208,-0.0331783639811111,-0.0358782176527356,-0.0329893361985532,-0.0331787732003518,-0.0331783639825241
0.6243739565943238,-0.0330377486527922,-0.035636273591504,-0.0328414787176951,-0.0330381908205694,-0.0330377486544769
0.6260434056761269,-0.0328984240330951,-0.0353937973998554,-0.0326953760495746,-0.0328988955156962,-0.0328984240350003
0.6277128547579299,-0.0327603778702249,-0.0351508502684459,-0.0325510309907661,-0.0327608747990072,-0.0327603778722926
0.6293823038397329,-0.0326235980581594,-0.0349074945218362,-0.0324084453938565,-0.0326241163609669,-0.0326235980603269
0.6310517529215359,-0.032488072634852,-0.0346637935703162,-0.0322676201366732,-0.0324886080690315,-0.0324880726370535
0.6327212020033389,-0.0323537897804571,-0.0344198118613916,-0.0321285550939797,-0.0323543379672116,-0.0323537897826258
0.6343906510851419,-0.0322207378155792,-0.0341756148309595,-0.0319912491116896,-0.0322212942753812,-0.0322207378176494
0.6360601001669449,-0.0320889051995447,-0.033931268854197,-0.0318556999836427,-0.032089465388327,-0.0320889052014538
